Year,Entity,Gini,Top_10_share,Bottom_50_share
1992,Ukraine,50.4411436863371,38.26,17.73
1993,Ukraine,50.914002303486704,38.97,17.58
1995,Ukraine,53.5957310497285,42.49,16.54
1996,Ukraine,48.1053844194974,37.86,19.72
1999,Ukraine,40.7475088467715,30.93,23.7
2003,Ukraine,45.9750012577224,35.3,20.66
2004,Ukraine,47.0457057417686,35.93,19.92
2005,Ukraine,45.273370267253,34.45,20.92
2006,Ukraine,46.6088823094918,36.01,20.38
2007,Ukraine,44.8498381372399,34.09,21.24
2008,Ukraine,43.9848143181258,33.46,21.75
2009,Ukraine,41.6189875325365,31.61,23.18
2010,Ukraine,40.017759409475104,30.42,24.19
2011,Ukraine,39.6835367313286,30.15,24.37
2012,Ukraine,39.3251767272473,30.14,24.63
2013,Ukraine,38.6171897736762,30.16,25.5
2014,Ukraine,39.6408072981963,30.22,24.5
2015,Ukraine,41.741100811376505,32.12,23.28
2016,Ukraine,43.4951029175654,33.39,22.22
2017,Ukraine,43.270408291560095,33.05,22.27
2018,Ukraine,42.6380317384146,32.86,22.74
1948,Uganda,,,
1949,Uganda,,,
1950,Uganda,,,
1951,Uganda,,,
1952,Uganda,,,
1953,Uganda,,,
1954,Uganda,,,
1955,Uganda,,,
1956,Uganda,,,
1957,Uganda,,,
1958,Uganda,,,
1959,Uganda,,,
1960,Uganda,,,
1961,Uganda,,,
1962,Uganda,,,
1963,Uganda,,,
1964,Uganda,,,
1965,Uganda,,,
1966,Uganda,,,
1967,Uganda,,,
1968,Uganda,,,
1969,Uganda,,,
1970,Uganda,,,
1989,Uganda,62.1841556548382,50.47,11.74
1996,Uganda,59.24558998324299,48.89,13.69
1999,Uganda,62.86133251482649,53.21,12.17
2002,Uganda,65.39338421841589,56.39,11.29
2005,Uganda,62.636867927084,52.54,12.09
2009,Uganda,63.9487414525458,54.77,11.75
2012,Uganda,60.664356248877404,50.43,13.0
2016,Uganda,62.3878586315069,52.07,12.13
1913,United States,55.6554834578513,43.12,15.1
1914,United States,56.131937851549196,43.74,14.92
1915,United States,55.5649842568428,43.02,15.13
1916,United States,56.7404580548455,44.43,14.72
1917,United States,57.061978290461504,44.98,14.62
1918,United States,56.4497947542073,43.98,14.76
1919,United States,57.741602298371895,45.9,14.37
1920,United States,56.3567357562228,44.14,14.82
1921,United States,58.637764826763195,47.38,13.84
1922,United States,57.6896408606398,46.09,14.22
1923,United States,55.997490428416796,43.69,14.88
1924,United States,57.675990591841895,45.71,14.17
1925,United States,59.0016031044428,47.21,13.72
1926,United States,59.3890030748042,47.59,13.61
1927,United States,58.9441765481347,47.07,13.77
1928,United States,59.703554710935705,48.23,13.51
1929,United States,58.863372063575504,46.96,13.84
1930,United States,58.34157211479219,46.3,13.92
1931,United States,58.2707255114396,46.34,13.8
1932,United States,59.651137253716,48.3,13.23
1933,United States,59.5627624612732,47.98,13.33
1934,United States,60.25026003645449,49.06,13.16
1935,United States,58.8134243129495,48.1,13.84
1936,United States,59.221118861256606,48.35,13.85
1937,United States,58.5553214580671,47.46,14.12
1938,United States,58.162939020516504,47.1,14.18
1939,United States,59.1937197862453,48.58,13.79
1940,United States,59.2435448847333,48.94,13.87
1941,United States,57.8224787168047,46.98,14.54
1942,United States,52.38103775919139,42.32,17.71
1943,United States,49.7354547684225,38.86,18.8
1944,United States,47.4639894397274,36.06,19.65
1945,United States,50.655256142554705,35.29,15.82
1946,United States,50.4072396305592,36.95,17.12
1947,United States,50.315300167567,36.88,17.28
1948,United States,51.0383936032412,38.87,17.41
1949,United States,51.033910375868494,38.34,17.09
1950,United States,50.9826004276867,39.06,17.53
1951,United States,49.6027694142811,37.92,18.38
1952,United States,48.360732521266705,36.64,18.95
1953,United States,47.5661017548617,35.67,19.29
1954,United States,48.3386212491034,35.98,18.61
1955,United States,48.519732301970095,36.73,18.77
1956,United States,47.5522689070935,35.72,19.29
1957,United States,47.554497838932605,35.67,19.22
1958,United States,48.2280245929708,35.51,18.41
1959,United States,48.699749767477805,35.96,18.19
1960,United States,48.4522523323943,35.5,18.22
1961,United States,49.062660770558196,35.61,17.68
1962,United States,47.3771005167542,36.15,19.32
1963,United States,48.0515230932141,36.59,18.92
1964,United States,48.6782246750877,36.99,18.55
1965,United States,48.0386744758054,36.65,19.03
1966,United States,47.457550149575,36.34,19.47
1967,United States,45.4863312915908,35.26,20.73
1968,United States,45.7391434071667,35.5,20.6
1969,United States,44.3716929529998,34.1,21.27
1970,United States,44.2540627002448,33.54,21.13
1971,United States,45.2228311192819,34.09,20.43
1972,United States,45.635672210647,34.41,20.21
1973,United States,45.3970560890877,34.62,20.44
1974,United States,44.3319683477768,33.56,20.98
1975,United States,45.0886465193985,33.96,20.42
1976,United States,44.926371811363104,33.88,20.54
1977,United States,45.3896329886906,34.29,20.26
1978,United States,45.2832375803574,34.01,20.23
1979,United States,45.3232816705199,34.3,20.35
1980,United States,45.3910398986572,33.85,20.09
1981,United States,46.0369225923841,34.32,19.7
1982,United States,46.8101487735794,34.61,19.13
1983,United States,47.9983195751899,35.34,18.34
1984,United States,48.9191204734723,36.49,17.95
1985,United States,49.105737272591895,36.58,17.82
1986,United States,49.239674335395,36.34,17.61
1987,United States,50.036952034921,37.46,17.36
1988,United States,51.46240268341909,39.25,16.87
1989,United States,51.1327328366235,38.79,16.98
1990,United States,51.251184159656304,38.76,16.86
1991,United States,51.158015875496,38.33,16.71
1992,United States,52.398566424541606,39.43,15.99
1993,United States,52.102600770733396,39.09,16.12
1994,United States,52.063684997222005,39.15,16.13
1995,United States,52.8304538892726,39.9,15.75
1996,United States,53.5613045743183,40.8,15.49
1997,United States,54.154665339775896,41.52,15.26
1998,United States,54.347475694172,41.91,15.28
1999,United States,54.6573563314936,42.28,15.18
2000,United States,55.0326556098398,42.75,15.07
2001,United States,54.42324807433751,41.95,15.28
2002,United States,54.048294929178596,41.51,15.38
2003,United States,54.421592022035306,41.64,15.08
2004,United States,55.100758129404404,42.43,14.8
2005,United States,56.1353632764394,43.58,14.36
2006,United States,56.8200452815077,44.3,14.06
2007,United States,56.422918273149506,44.02,14.33
2008,United States,56.2190107391487,43.55,14.31
2009,United States,55.69684531083819,42.45,14.26
2010,United States,56.8345868753937,43.87,13.82
2011,United States,57.3433917299099,44.26,13.54
2012,United States,58.39027989370889,45.57,13.16
2013,United States,57.7650354343675,44.91,13.44
2014,United States,58.452162684575605,45.59,13.12
2015,United States,58.3535119520718,45.51,13.18
2016,United States,58.427152006189,45.32,13.03
2017,United States,58.076425546334995,45.46,13.46
2018,United States,58.406121113239394,45.83,13.32
2019,United States,58.0781132717391,45.69,13.57
2020,United States,57.1537094711843,44.41,13.86
2021,United States,57.7273117104667,45.6,13.82
2001,Uruguay,61.348497036446005,50.95,12.77
2002,Uruguay,61.2481614794555,50.38,12.66
2003,Uruguay,63.0894494645022,52.61,11.93
2004,Uruguay,62.3741401934851,51.67,12.16
2005,Uruguay,60.905163674428195,49.76,12.65
2006,Uruguay,61.321965777142594,50.46,12.59
2007,Uruguay,61.7492650474754,51.19,12.52
2008,Uruguay,61.8297786832512,51.82,12.7
2009,Uruguay,58.46525351227319,47.76,14.06
2010,Uruguay,57.118864142863,46.44,14.71
2011,Uruguay,55.2280613578298,44.54,15.68
2012,Uruguay,52.548957117739306,41.22,16.75
2013,Uruguay,53.6545599455519,43.33,16.59
2014,Uruguay,53.8479529255235,42.94,16.31
2015,Uruguay,54.4439550795292,43.77,16.09
2016,Uruguay,53.967248629276796,42.83,16.14
2017,Uruguay,53.6704130791033,42.63,16.35
2018,Uruguay,53.803424390171195,42.73,16.25
2019,Uruguay,53.298766663148,41.86,16.41
1998,Uzbekistan,61.0643902150901,48.3,11.8
2000,Uzbekistan,57.085364042796606,45.5,14.5
2002,Uzbekistan,55.81308680902129,44.8,15.45
2003,Uzbekistan,56.8897549473014,45.47,14.67
1921,Vietnam,,,
1926,Vietnam,,,
1927,Vietnam,,,
1928,Vietnam,,,
1929,Vietnam,,,
1930,Vietnam,,,
1931,Vietnam,,,
1932,Vietnam,,,
1933,Vietnam,,,
1934,Vietnam,,,
1935,Vietnam,,,
1937,Vietnam,,,
1938,Vietnam,,,
1939,Vietnam,,,
1940,Vietnam,,,
1942,Vietnam,,,
1992,Vietnam,57.88934360640749,45.82,13.91
1997,Vietnam,58.095340322857005,46.41,13.95
1998,Vietnam,58.0862762803829,46.4,13.96
2002,Vietnam,59.69096472891739,47.47,12.87
2004,Vietnam,58.9725002765487,46.29,13.03
2006,Vietnam,57.055861683892,44.44,14.03
2008,Vietnam,57.2693919955789,44.97,14.08
2010,Vietnam,60.440348751114904,48.26,12.6
2012,Vietnam,56.6904503477772,44.29,14.35
2014,Vietnam,55.93600993261491,43.52,14.75
2016,Vietnam,56.3083091028048,43.83,14.54
2018,Vietnam,56.1584410363476,43.75,14.63
1998,Yemen,66.2422959572403,55.11,9.88
2006,Yemen,69.42307190966301,59.56,9.03
2014,Yemen,68.257084988538,58.16,9.34
1913,South Africa,,,
1914,South Africa,,,
1915,South Africa,,,
1916,South Africa,,,
1917,South Africa,,,
1918,South Africa,,,
1919,South Africa,,,
1920,South Africa,,,
1921,South Africa,,,
1922,South Africa,,,
1923,South Africa,,,
1924,South Africa,,,
1925,South Africa,,,
1926,South Africa,,,
1927,South Africa,,,
1928,South Africa,,,
1929,South Africa,,,
1930,South Africa,,,
1931,South Africa,,,
1932,South Africa,,,
1933,South Africa,,,
1934,South Africa,,,
1935,South Africa,,,
1936,South Africa,,,
1937,South Africa,,,
1938,South Africa,,,
1939,South Africa,,,
1944,South Africa,,,
1945,South Africa,,,
1946,South Africa,,,
1947,South Africa,,,
1948,South Africa,,,
1949,South Africa,,,
1954,South Africa,,,
1955,South Africa,,,
1956,South Africa,,,
1957,South Africa,,,
1958,South Africa,,,
1959,South Africa,,,
1961,South Africa,,,
1993,South Africa,58.2576105792155,46.27,13.71
1996,South Africa,61.1995819526488,49.39,12.19
2000,South Africa,65.0722999698822,53.49,10.18
2005,South Africa,67.5374495891919,59.06,10.16
2008,South Africa,69.67427235356209,60.06,8.74
2010,South Africa,70.9380535038111,61.43,7.89
2014,South Africa,74.6485414188115,65.41,5.8
1929,Zambia,,,
1930,Zambia,,,
1931,Zambia,,,
1932,Zambia,,,
1933,Zambia,,,
1934,Zambia,,,
1935,Zambia,,,
1936,Zambia,,,
1937,Zambia,,,
1943,Zambia,,,
1944,Zambia,,,
1945,Zambia,,,
1946,Zambia,,,
1947,Zambia,,,
1948,Zambia,,,
1949,Zambia,,,
1950,Zambia,,,
1951,Zambia,,,
1952,Zambia,,,
1953,Zambia,,,
1954,Zambia,,,
1955,Zambia,,,
1956,Zambia,,,
1957,Zambia,,,
1958,Zambia,,,
1963,Zambia,,,
1968,Zambia,,,
1970,Zambia,,,
1991,Zambia,72.07029837402919,58.81,5.56
1993,Zambia,68.0039303418717,56.27,8.51
1996,Zambia,65.8751276626358,54.99,10.02
1998,Zambia,66.6204521939068,56.0,9.77
2002,Zambia,62.0832411250255,52.0,12.48
2004,Zambia,70.656374220728,60.47,7.92
2006,Zambia,70.7799933750501,60.74,7.84
2010,Zambia,72.39454250450021,63.25,7.56
2015,Zambia,72.22170345676841,61.74,6.95
1917,Zimbabwe,,,
1918,Zimbabwe,,,
1919,Zimbabwe,,,
1920,Zimbabwe,,,
1921,Zimbabwe,,,
1922,Zimbabwe,,,
1923,Zimbabwe,,,
1924,Zimbabwe,,,
1925,Zimbabwe,,,
1926,Zimbabwe,,,
1927,Zimbabwe,,,
1928,Zimbabwe,,,
1929,Zimbabwe,,,
1930,Zimbabwe,,,
1931,Zimbabwe,,,
1932,Zimbabwe,,,
1933,Zimbabwe,,,
1934,Zimbabwe,,,
1935,Zimbabwe,,,
1936,Zimbabwe,,,
1937,Zimbabwe,,,
1938,Zimbabwe,,,
1939,Zimbabwe,,,
1945,Zimbabwe,,,
1946,Zimbabwe,,,
1947,Zimbabwe,,,
1948,Zimbabwe,,,
1949,Zimbabwe,,,
1950,Zimbabwe,,,
1951,Zimbabwe,,,
1952,Zimbabwe,,,
1953,Zimbabwe,,,
1954,Zimbabwe,,,
1955,Zimbabwe,,,
1956,Zimbabwe,,,
1957,Zimbabwe,,,
1958,Zimbabwe,,,
1959,Zimbabwe,,,
1960,Zimbabwe,,,
1961,Zimbabwe,,,
1962,Zimbabwe,,,
1963,Zimbabwe,,,
1964,Zimbabwe,,,
1965,Zimbabwe,,,
1966,Zimbabwe,,,
1967,Zimbabwe,,,
1968,Zimbabwe,,,
1969,Zimbabwe,,,
1970,Zimbabwe,,,
1971,Zimbabwe,,,
1972,Zimbabwe,,,
1973,Zimbabwe,,,
1974,Zimbabwe,,,
1975,Zimbabwe,,,
1976,Zimbabwe,,,
1977,Zimbabwe,,,
1978,Zimbabwe,,,
1991,Zimbabwe,62.44433844059431,51.33,11.81
1996,Zimbabwe,62.4443328748505,51.33,11.81
2011,Zimbabwe,62.4443377071778,51.33,11.81
2017,Zimbabwe,63.5798566294028,52.57,11.25
2019,Zimbabwe,68.5153811051176,58.95,9.23
1957,Zanzibar,,,
1958,Zanzibar,,,
1959,Zanzibar,,,
1960,Zanzibar,,,
1961,Zanzibar,,,
1962,Zanzibar,,,
1963,Zanzibar,,,
1980,Zanzibar,54.5705205599375,43.13,15.77
1981,Zanzibar,54.570532277139606,43.13,15.77
1982,Zanzibar,54.5705251467012,43.13,15.77
1983,Zanzibar,54.5705240291141,43.13,15.77
1984,Zanzibar,54.5705287322931,43.13,15.77
1985,Zanzibar,54.5705287322931,43.13,15.77
1986,Zanzibar,54.570526566968105,43.13,15.77
1987,Zanzibar,54.5705251467012,43.13,15.77
1988,Zanzibar,54.57052726546,43.13,15.77
1989,Zanzibar,54.5705203271068,43.13,15.77
1990,Zanzibar,54.570520140842305,43.13,15.77
1991,Zanzibar,54.570526334137405,43.13,15.77
1992,Zanzibar,54.800517497908096,43.39,15.65
1993,Zanzibar,55.030505931281304,43.64,15.52
1994,Zanzibar,55.2604682953374,43.9,15.4
1995,Zanzibar,55.490414239795705,44.15,15.27
1996,Zanzibar,55.7203478708297,44.41,15.15
1997,Zanzibar,55.9502706313866,44.66,15.02
1998,Zanzibar,56.180173649640096,44.91,14.9
1999,Zanzibar,56.4100658746561,45.17,14.77
2000,Zanzibar,56.639940826644896,45.42,14.65
2001,Zanzibar,57.11432633777191,46.0,14.46
2002,Zanzibar,57.5885746940029,46.58,14.27
2003,Zanzibar,58.06267930272,47.17,14.08
2004,Zanzibar,58.5366534604201,47.75,13.9
2005,Zanzibar,59.01049034057571,48.33,13.71
2006,Zanzibar,59.484184887812596,48.91,13.52
2007,Zanzibar,59.957735633255304,49.49,13.33
2008,Zanzibar,59.6811208279931,49.32,13.53
2009,Zanzibar,59.4040564499203,49.15,13.73
2010,Zanzibar,59.1265324035813,48.99,13.93
2011,Zanzibar,58.8485625930268,48.82,14.13
2012,Zanzibar,58.327863808679204,47.58,14.05
2013,Zanzibar,57.8081659923422,46.35,13.96
2014,Zanzibar,57.2895381528534,45.12,13.87
2015,Zanzibar,58.6096087051885,47.2,13.56
2016,Zanzibar,59.930685088997,49.29,13.26
2017,Zanzibar,61.252670985980394,51.37,12.95
2018,Zanzibar,61.2526730179734,51.37,12.95
2019,Zanzibar,61.2526844686027,51.37,12.95
2020,Zanzibar,61.252686447663194,51.37,12.95
2021,Zanzibar,61.252686447663194,51.37,12.95
