Year,Entity,Gini_posttax_dis,Gini_posttax_nat,Gini_pretax,Top_10_share_posttax_dis,Top_10_share_posttax_nat,Top_10_share_pretax,Bottom_50_share_posttax_dis,Bottom_50_share_posttax_nat,Bottom_50_share_pretax
2013,El Salvador,,62.252507261918296,66.3301649281788,,49.87,52.42,,11.25,8.67
2014,El Salvador,,61.184397822290606,65.6655699864239,,47.89,50.91,,11.3,8.52
2015,El Salvador,,58.108950063941,63.112557014819906,,43.68,46.95,,12.18,8.95
2016,El Salvador,,59.067834747542406,64.1669260297123,,44.52,48.13,,11.81,8.67
2017,El Salvador,,56.6745197657109,61.7721993658499,,40.99,44.61,,12.47,9.32
2018,El Salvador,,55.0543308523501,59.999325242429805,,38.690000000000005,42.11,,13.01,9.92
1988,Estonia,28.4906757077313,25.028009219047796,36.3940353882513,20.04,18.82,23.72,29.93,32.37,24.54
1999,Estonia,50.1613864483147,46.186172890863,53.7532777632485,39.48,37.15,41.870000000000005,18.33,20.84,15.920000000000002
2000,Estonia,50.318597291214196,46.770188377802,54.532206417331295,39.18,37.13,42.15,18.08,20.33,15.19
2001,Estonia,50.1536000618742,46.6995030965904,53.6911686644856,38.85,36.870000000000005,41.14,18.14,20.33,15.54
2002,Estonia,52.261092448260605,48.7408930780532,55.2669158280324,41.42,39.31,42.93,17.27,19.47,14.91
2003,Estonia,52.3437104026868,48.9449891266659,56.94275274301081,39.91,37.96,42.98,16.68,18.84,13.489999999999998
2004,Estonia,48.8581840917576,45.6627378412364,54.1425294897209,37.93,36.1,40.99,18.72,20.77,15.04
2005,Estonia,50.445261150054,47.3203451946063,56.250054667151495,40.02,38.16,44.72,18.37,20.32,14.77
2006,Estonia,48.6131172674476,45.6602527688567,53.360711675100006,38.3,36.58,40.85,19.2,21.07,15.8
2007,Estonia,45.9092619666862,42.9071465080632,51.8964931410963,35.61,33.93,39.47,20.4,22.34,16.509999999999998
2008,Estonia,44.043427929467796,40.929683338065495,49.830265096837,33.53,31.86,37.55,21.27,23.3,17.64
2009,Estonia,41.8029452215109,38.4035223168432,47.0529470319841,29.96,28.34,34.42,22.12,24.38,18.99
2010,Estonia,44.2027501791909,40.6816938539588,48.8049720092825,31.8,30.06,35.96,20.77,23.1,18.05
2011,Estonia,45.9328003781209,42.5637809832615,50.0174394066335,34.64,32.83,37.28,20.16,22.35,17.380000000000003
2012,Estonia,46.9692052424413,43.509805042446494,51.4697887637517,36.57,34.61,39.23,19.89,22.11,16.82
2013,Estonia,46.3316230774986,42.9670430284275,52.2539819271749,35.39,33.550000000000004,38.89,19.66,21.87,15.85
2014,Estonia,46.963360722366296,43.4532827518645,51.8066566687324,35.510000000000005,33.61,38.49,19.33,21.62,16.150000000000002
2015,Estonia,43.4651478631164,40.1337418587133,49.4122500598788,31.69,30.03,35.88,20.84,23.07,17.26
2016,Estonia,42.7622126497454,39.4849822680197,48.5789721016271,31.52,29.87,35.410000000000004,21.41,23.6,17.79
2017,Estonia,42.4800190672407,39.2369062284061,48.4636028198437,31.76,30.1,35.39,21.78,23.93,18.0
2018,Estonia,41.7992948146818,38.6101791637245,48.4555201271831,31.92,30.25,35.55,22.36,24.47,18.12
1994,Eswatini,,,75.75267090482501,,,67.67999999999999,,,6.45
2000,Eswatini,,,70.8489433190898,,,62.22,,,8.459999999999999
2009,Eswatini,,,67.99189643927829,,,57.28,,,8.959999999999999
2016,Eswatini,,,70.4675405304577,,,59.88,,,7.86
1981,Ethiopia,,,54.691967138196894,,,44.97,,,16.56
1995,Ethiopia,,,66.5048207937105,,,58.32000000000001,,,11.36
1999,Ethiopia,,,52.212923199181205,,,42.45,,,17.69
2004,Ethiopia,,,52.676070994823796,,,43.05,,,17.52
2005,Ethiopia,,,52.9822140459803,,,43.32,,,17.349999999999998
2010,Ethiopia,,,54.50526934230881,,,44.66,,,16.49
2015,Ethiopia,,,55.431341809813595,,,45.47,,,15.840000000000002
1920,Finland,,,,,,,,,
1921,Finland,,,,,,,,,
1922,Finland,,,,,,,,,
1923,Finland,,,,,,,,,
1924,Finland,,,,,,,,,
1925,Finland,,,,,,,,,
1926,Finland,,,,,,,,,
1927,Finland,,,,,,,,,
1928,Finland,,,,,,,,,
1929,Finland,,,,,,,,,
1930,Finland,,,,,,,,,
1931,Finland,,,,,,,,,
1932,Finland,,,,,,,,,
1933,Finland,,,,,,,,,
1934,Finland,,,,,,,,,
1935,Finland,,,,,,,,,
1936,Finland,,,,,,,,,
1937,Finland,,,,,,,,,
1938,Finland,,,,,,,,,
1939,Finland,,,,,,,,,
1940,Finland,,,,,,,,,
1941,Finland,,,,,,,,,
1942,Finland,,,,,,,,,
1943,Finland,,,,,,,,,
1944,Finland,,,,,,,,,
1945,Finland,,,,,,,,,
1946,Finland,,,,,,,,,
1947,Finland,,,,,,,,,
1948,Finland,,,,,,,,,
1949,Finland,,,,,,,,,
1950,Finland,,,,,,,,,
1951,Finland,,,,,,,,,
1952,Finland,,,,,,,,,
1953,Finland,,,,,,,,,
1954,Finland,,,,,,,,,
1955,Finland,,,,,,,,,
1956,Finland,,,,,,,,,
1957,Finland,,,,,,,,,
1958,Finland,,,,,,,,,
1959,Finland,,,,,,,,,
1960,Finland,,,,,,,,,
1961,Finland,,,,,,,,,
1962,Finland,,,,,,,,,
1963,Finland,,,,,,,,,
1964,Finland,,,,,,,,,
1965,Finland,,,,,,,,,
1966,Finland,,,,,,,,,
1967,Finland,,,,,,,,,
1968,Finland,,,,,,,,,
1969,Finland,,,,,,,,,
1970,Finland,,,,,,,,,
1971,Finland,,,,,,,,,
1972,Finland,,,,,,,,,
1973,Finland,,,,,,,,,
1974,Finland,,,,,,,,,
1975,Finland,,,,,,,,,
1976,Finland,,,,,,,,,
1977,Finland,,,,,,,,,
1978,Finland,,,,,,,,,
1979,Finland,,,,,,,,,
1980,Finland,29.9957976380156,27.916599826745298,39.3338344285828,23.65,22.71,27.22,29.7,31.11,23.51
1981,Finland,30.0656980753949,27.860676390869997,38.5939854705054,22.76,21.82,26.06,29.47,30.97,23.77
1982,Finland,30.902444347642998,28.6731396547929,38.838207796838695,23.14,22.2,25.86,28.88,30.4,23.53
1983,Finland,30.021458803059197,27.8591207307974,39.091610004298296,21.93,21.07,25.87,29.26,30.75,23.3
1984,Finland,27.769392746773804,25.6667871545933,38.286727308200206,21.66,20.77,26.71,31.02,32.46,24.32
1985,Finland,28.948441822505,26.6305172064424,38.6567912308818,22.3,21.32,26.32,30.130000000000003,31.72,23.8
1986,Finland,28.8127528533116,26.4253655139873,38.4629436464898,21.96,20.97,26.0,30.22,31.86,23.89
1987,Finland,30.121620447355102,27.624790126011302,38.8968191050193,24.02,22.86,27.44,29.85,31.52,23.98
1988,Finland,30.2967659008548,27.744880776896302,39.286493616590704,23.73,22.57,27.48,29.62,31.34,23.68
1989,Finland,28.5303427833904,26.110463820340403,38.509226961344,22.39,21.34,26.6,30.5,32.15,24.0
1990,Finland,26.9805571857888,24.5350548216121,36.9959242975323,20.880000000000003,19.89,25.21,31.32,33.01,24.77
1991,Finland,29.9963206881607,27.130887363928004,35.9721438076333,20.95,19.91,23.83,29.56,31.52,25.2
1992,Finland,29.344259665365602,26.628041827919603,35.7156541066034,21.08,20.06,23.72,30.01,31.86,25.4
1993,Finland,26.845652070959403,24.4976935684461,36.4458317196978,21.18,20.200000000000003,25.19,31.56,33.17,25.290000000000003
1994,Finland,30.062289205375198,27.4622514176386,39.3881092423351,24.58,23.32,28.25,30.01,31.74,23.89
1995,Finland,30.7267722495407,28.1551044388628,40.478951946244,25.55,24.25,29.87,29.84,31.53,23.56
1996,Finland,29.817513542265,27.252812821150503,40.743293985955695,25.380000000000003,24.06,29.97,30.28,31.97,23.34
1997,Finland,31.809835805858498,29.1855737754855,41.9761957279761,26.85,25.46,31.72,29.33,31.04,22.93
1998,Finland,32.1919392510715,29.5468721427987,42.4734316745052,27.700000000000003,26.25,32.74,29.26,30.96,22.92
1999,Finland,31.769544762687502,29.215467613444503,42.5706918783945,28.01,26.56,33.34,29.65,31.28,23.06
2000,Finland,38.476049913737796,35.036750012511,43.779393285969796,34.61,32.41,34.599999999999994,26.450000000000003,28.56,22.47
2001,Finland,33.473719215930906,30.4372856662177,43.1158678160024,28.85,27.14,33.76,28.68,30.61,22.73
2002,Finland,32.5650326233919,29.477500589369697,42.6124466303619,28.26,26.53,33.25,29.19,31.16,22.98
2003,Finland,31.786396077032503,28.682485883341602,42.3359126422092,27.16,25.49,32.58,29.49,31.49,22.89
2004,Finland,32.8514786927883,29.612836451776296,43.1032225396429,28.44,26.63,33.78,29.03,31.1,22.71
2005,Finland,33.0025958928246,29.6206500145271,42.2957713146353,27.63,25.83,32.129999999999995,28.6,30.79,22.770000000000003
2006,Finland,33.783289319966094,30.251677077165002,43.382570881701795,28.49,26.56,33.36,28.25,30.520000000000003,22.22
2007,Finland,34.0239830061286,30.469941582060002,43.2369297276189,28.69,26.74,33.11,28.110000000000003,30.39,22.29
2008,Finland,34.968060189091,31.2310779076302,44.657768334577604,29.19,27.14,34.06,27.42,29.84,21.38
2009,Finland,34.1924443209091,30.4728153967039,43.5718351731438,27.83,25.89,32.28,27.66,30.09,21.66
2010,Finland,34.9238124583309,31.206674671294397,44.1970860635322,28.24,26.3,32.64,27.18,29.61,21.21
2011,Finland,34.560033328269,30.750704189394902,44.0088166299837,27.83,25.87,32.35,27.3,29.8,21.28
2012,Finland,34.0188739230406,30.1254531199669,43.4591587558142,27.4,25.41,31.77,27.6,30.17,21.52
2013,Finland,33.6748811238841,29.773746651446796,43.0889286783149,27.18,25.19,31.53,27.860000000000003,30.42,21.85
2014,Finland,34.2839883821837,30.340378844787402,43.4514875574784,27.83,25.78,32.05,27.59,30.17,21.76
2015,Finland,34.865521161449905,30.959482059807502,44.2216778827469,28.5,26.43,32.93,27.35,29.89,21.37
2016,Finland,34.357400917263796,30.5988900319988,43.9932184896836,28.31,26.31,32.9,27.73,30.17,21.59
2017,Finland,35.2170381439212,31.415699865153,44.480968724983,29.33,27.250000000000004,33.86,27.28,29.74,21.55
1900,France,,,60.8792184366564,49.72,48.43,50.14999999999999,13.69,14.86,13.35
1910,France,,,62.053037333223,51.39,49.9,51.84,13.31,14.63,12.920000000000002
1915,France,,,59.9360254067292,48.18,41.71,48.67,13.99,20.09,13.58
1916,France,,,61.122238624381,49.87,44.62,50.67,13.99,18.74,13.4
1917,France,,,60.9457862178004,49.42,43.31,50.45,14.01,19.58,13.43
1918,France,,,58.660329427642196,46.61,40.5,47.54,14.74,20.62,14.19
1919,France,,,59.516222750473005,44.26,40.26,48.51,17.53,21.32,13.99
1920,France,,,58.4352548148985,43.48,41.510000000000005,47.47,17.69,19.59,14.3
1921,France,,,57.6003898768235,44.36,41.98,46.33,16.189999999999998,18.54,14.6
1922,France,,,58.8749530830853,43.09,42.02,47.84,18.44,19.45,14.22
1923,France,,,60.392059333869994,47.0,43.43,49.67,15.8,19.1,13.750000000000002
1924,France,,,59.074998201194994,44.86,42.34,47.93,16.59,19.01,14.21
1925,France,,,58.661853400317895,45.03,42.8,47.23,16.14,18.3,14.41
1926,France,,,56.99417104392241,44.66,41.32,45.68,15.840000000000002,19.13,14.87
1927,France,,,57.856225818243004,46.02,42.52,46.99,15.55,18.9,14.59
1928,France,,,57.644324140582604,45.9,43.84,46.92,15.81,17.77,14.75
1929,France,,,56.367402232918096,44.51,42.05,45.49,16.37,18.77,15.29
1930,France,,,54.6126495536427,42.21,39.74,43.21,17.0,19.54,15.909999999999998
1931,France,,,54.4801008742262,41.92,39.58,42.870000000000005,17.150000000000002,19.56,16.04
1932,France,,,56.375546316594004,44.05,41.620000000000005,45.03,16.45,18.85,15.36
1933,France,,,57.9494664323057,46.01,43.36,46.89,15.88,18.39,14.8
1934,France,,,58.3780118766526,46.72,43.98,47.510000000000005,15.67,18.23,14.62
1935,France,,,59.0568219634989,47.73,45.28,48.53,15.39,17.64,14.34
1936,France,,,56.682632273810896,44.96,42.89,45.93,16.28,18.28,15.079999999999998
1937,France,,,56.00643610897011,44.09,41.48,45.23,16.82,19.37,15.52
1938,France,,,55.172189386256996,42.83,40.26,43.98,17.299999999999997,19.86,15.920000000000002
1939,France,,,52.4622502440664,40.41,38.24,41.43,18.5,20.75,16.97
1940,France,,,53.3685922165134,41.56,39.53,42.46,17.96,20.01,16.59
1941,France,,,52.577574872538,39.91,37.46,41.27,18.41,21.0,16.919999999999998
1942,France,,,49.7282477953952,36.97,34.63,38.55,19.54,22.18,18.06
1943,France,,,45.7569623744892,33.15,31.06,34.77,21.07,23.68,19.57
1944,France,,,44.137802301905396,30.94,29.25,32.53,21.51,23.82,20.11
1945,France,,,43.3222311522458,29.82,28.09,31.37,21.93,24.38,20.5
1946,France,,,46.798336082057205,32.86,30.72,34.72,20.85,23.58,18.96
1947,France,,,47.9847532495505,34.58,32.26,35.980000000000004,20.24,23.06,18.51
1948,France,,,46.1815242934087,32.6,30.48,34.01,21.08,23.8,19.15
1949,France,,,46.2688300996859,32.37,30.12,34.22,21.28,24.17,19.31
1950,France,,,46.051981556174596,32.18,29.96,34.06,21.48,24.32,19.46
1951,France,,,47.194186056287904,33.25,30.91,34.88,20.89,23.81,19.040000000000003
1952,France,,,47.8177582927977,33.85,31.32,35.620000000000005,20.68,23.79,18.8
1953,France,,,47.5313152401633,33.73,31.16,35.38,20.880000000000003,24.03,19.0
1954,France,,,48.2297283444488,34.410000000000004,31.86,36.05,20.54,23.62,18.68
1955,France,,,48.8570213160976,34.83,32.29,36.720000000000006,20.36,23.39,18.42
1956,France,,,48.409040719482,34.22,31.76,36.25,20.6,23.6,18.58
1957,France,,,48.8805270390021,34.150000000000006,31.790000000000003,36.73,20.64,23.51,18.4
1958,France,,,48.4203968910542,33.28,31.1,35.85,20.9,23.62,18.57
1959,France,,,49.9420179640151,35.06,32.7,37.91,20.380000000000003,23.17,17.98
1960,France,,,49.8617876236313,35.32,33.06,37.940000000000005,20.32,22.97,18.09
1961,France,,,50.3103469613791,35.76,33.44,38.41,20.27,22.95,17.94
1962,France,,,49.595320512430504,34.54,32.31,37.27,20.51,23.19,18.06
1963,France,,,49.9590884250228,34.5,32.25,37.25,20.24,22.97,17.8
1964,France,,,50.1845763037448,35.11,32.84,37.89,20.47,23.13,17.919999999999998
1965,France,,,50.7791416967702,35.5,33.27,38.24,20.04,22.66,17.560000000000002
1966,France,,,49.9671456545766,34.56,32.49,37.21,20.36,22.85,17.849999999999998
1967,France,,,49.8393465212437,33.910000000000004,31.96,37.03,20.51,22.91,17.84
1968,France,,,48.4103591727969,32.42,30.61,35.65,21.27,23.59,18.48
1969,France,,,47.4213022594963,31.65,29.86,34.78,21.72,24.07,18.92
1970,France,42.3842544618236,38.7395075987104,46.276708983544204,31.15,29.31,33.75,22.13,24.51,19.49
1971,France,,,46.562915754654796,30.76,28.87,34.11,22.61,25.06,19.41
1972,France,,,46.0583731687723,30.58,28.59,33.87,23.06,25.56,19.77
1973,France,,,46.9532667541912,30.45,28.33,34.55,23.44,26.040000000000003,19.41
1974,France,,,46.4802319177078,29.39,27.51,34.11,24.27,26.700000000000003,19.69
1975,France,37.726517104666804,34.0575056996572,44.4090027867777,28.360000000000003,26.57,31.64,25.17,27.58,20.71
1976,France,,,45.6899071121303,27.48,25.78,33.17,25.6,28.1,20.17
1977,France,,,43.808769008926504,27.26,25.5,31.67,25.91,28.4,21.09
1978,France,,,42.9942326825028,26.790000000000003,24.99,31.04,26.33,28.87,21.58
1979,France,35.5202649315068,31.575412935630297,42.2162592251492,26.57,24.73,30.35,26.540000000000003,29.14,22.16
1980,France,38.0922044730712,34.442964188346195,42.9374418405701,28.45,26.68,31.28,24.93,27.34,21.74
1981,France,34.908310841090604,31.514270573202403,42.4695180699521,26.74,25.12,30.59,26.89,29.13,21.88
1982,France,35.4397694912791,31.890363737503403,41.7553759333574,26.22,24.6,29.84,26.340000000000003,28.71,22.12
1983,France,37.0325294714357,33.2932269170172,42.564616255217004,28.89,26.98,30.0,25.78,28.22,21.41
1984,France,33.937874923962504,30.4533637007934,42.6076028297562,26.14,24.48,30.25,27.61,29.91,21.59
1985,France,35.7280221925715,32.091822153089296,43.250265020555304,27.97,26.14,30.82,26.57,28.96,21.14
1986,France,37.348046934649496,33.6233418370439,44.2050919619401,29.38,27.44,31.82,25.82,28.23,20.7
1987,France,37.6745143634659,33.9069372534363,44.8305712366988,28.73,26.85,32.57,25.45,27.9,20.46
1988,France,37.6669963677745,33.9836529131468,45.4357821518244,29.4,27.51,33.08,25.62,28.000000000000004,20.13
1989,France,38.3736547327029,34.6304339690637,45.5455540289627,30.3,28.32,33.11,25.35,27.76,20.0
1990,France,37.8805179915446,34.1418041126596,45.2034633777171,29.72,27.77,32.64,25.590000000000003,28.000000000000004,20.1
1991,France,37.5927082036901,33.8005979705661,44.606842532261496,29.37,27.41,32.26,25.68,28.13,20.57
1992,France,34.1476905617476,30.6561802229794,44.2054557551796,27.97,26.13,31.630000000000003,27.64,29.93,20.72
1993,France,36.0736697036228,32.2713694560535,44.5267053560201,28.17,26.26,31.78,26.46,28.94,20.43
1994,France,36.2919241721739,32.4458475023302,44.7380038277576,28.33,26.38,31.83,26.36,28.87,20.25
1995,France,36.6691624631057,32.7120943360987,44.8396104489648,28.56,26.56,31.71,26.19,28.76,20.08
1996,France,36.0499658437332,32.1704894392152,44.59614785989,28.07,26.13,32.12,26.48,29.01,20.51
1997,France,36.747643741149,32.842452612031195,44.91532219592,29.21,27.17,32.51,26.21,28.74,20.44
1998,France,37.1442387277,33.236931421695296,45.1009244626917,29.59,27.53,32.84,26.06,28.58,20.44
1999,France,37.5262972517614,33.550137708220404,44.986802677582496,30.17,28.03,32.97,25.93,28.48,20.62
2000,France,36.7047759554417,32.835553487466,45.0252384043179,29.38,27.34,33.25,26.26,28.77,20.73
2001,France,36.626586069300195,32.770545548506604,44.9929883410981,29.33,27.29,33.300000000000004,26.39,28.87,20.76
2002,France,34.871079562916805,31.086193375700198,44.2167725414713,28.46,26.450000000000003,32.75,27.33,29.79,21.27
2003,France,36.8324936814133,32.7592519295251,44.7106086180238,29.48,27.33,33.48,26.33,28.95,21.18
2004,France,36.755486656192495,32.6408019122972,44.96162929155,29.5,27.32,33.77,26.41,29.05,21.08
2005,France,36.2699360287405,32.171325457064995,44.6777625331986,29.26,27.09,33.57,26.74,29.37,21.24
2006,France,34.8543028862977,30.9019278487501,44.4825278640948,28.19,26.13,33.47,27.52,30.070000000000004,21.39
2007,France,35.6754741189809,31.6734027464927,44.9898094967491,28.610000000000003,26.52,34.160000000000004,26.97,29.55,21.21
2008,France,36.0580876269569,31.967299007777,44.7799053973455,29.29,27.1,33.97,26.87,29.49,21.24
2009,France,35.435208534030096,31.258012322274098,43.2312863038565,28.360000000000003,26.19,32.39,27.05,29.76,22.14
2010,France,35.556058014291196,31.402510851765296,43.7739994222696,28.44,26.290000000000003,32.74,26.98,29.67,21.74
2011,France,35.695075010065004,31.5015807625729,44.431709669020606,28.77,26.56,33.45,26.94,29.65,21.42
2012,France,35.3673993991439,31.1197418790131,43.509701823429495,28.23,26.040000000000003,32.48,27.05,29.81,21.87
2013,France,34.3130396432745,30.0967488356767,43.3650530959614,27.71,25.53,32.41,27.72,30.45,21.99
2014,France,34.8692674520217,30.5263065176975,43.512304467443,27.83,25.61,32.58,27.37,30.19,21.94
2015,France,34.9577507832928,30.6449930742748,42.7882129742134,27.98,25.77,32.47,27.37,30.16,22.63
2016,France,34.6218538188701,30.337697825642202,42.5244378905063,27.76,25.56,32.28,27.56,30.34,22.79
2017,France,33.7795464425881,29.590024342189196,42.2794701551933,27.14,25.02,32.0,28.04,30.76,22.92
2018,France,33.904426904134,29.7535446012828,42.4623964434705,27.36,25.230000000000004,32.1,28.01,30.7,22.770000000000003
2005,Gabon,,,61.3757039024954,,,50.78,,,12.509999999999998
2017,Gabon,,,55.9362545787748,,,43.32,,,14.42
1992,Gambia,,,65.8471653711644,,,55.25,,,10.21
1998,Gambia,,,65.8471638694067,,,55.25,,,10.21
2003,Gambia,,,65.4150087087707,,,54.790000000000006,,,10.44
2010,Gambia,,,63.3856778367665,,,53.49,,,11.89
2015,Gambia,,,56.4250243550798,,,45.87,,,15.02
1997,Georgia,,,58.802429730226905,,,46.54,,,13.27
1998,Georgia,,,61.4886280306308,,,50.370000000000005,,,12.62
1999,Georgia,,,59.027993931104604,,,47.04,,,13.36
2000,Georgia,,,59.18593341774,,,47.36,,,13.320000000000002
2001,Georgia,,,59.0050871877025,,,47.45,,,13.59
2002,Georgia,,,56.774003380132896,,,45.02,,,14.6
2003,Georgia,,,56.1885772463555,,,44.04,,,14.74
2004,Georgia,,,55.7761633105784,,,43.7,,,14.93
2005,Georgia,,,57.2273614939974,,,45.17,,,14.29
2006,Georgia,,,57.121151260272995,,,45.05,,,14.31
2007,Georgia,,,58.933439695457004,,,47.21,,,13.56
2008,Georgia,,,58.3353557952762,,,46.53,,,13.79
2009,Georgia,,,56.4328318198136,,,44.75,,,14.8
2010,Georgia,,,57.4210306543961,,,45.51,,,14.19
2011,Georgia,,,60.8512408691155,,,49.4,,,12.76
2012,Georgia,,,57.5961790789165,,,46.11,,,14.32
2013,Georgia,,,61.0865037029129,,,49.45,,,12.62
2014,Georgia,,,57.549078953684294,,,46.69,,,14.73
2015,Georgia,,,57.7542638607468,,,46.84,,,14.47
2016,Georgia,,,59.328902772858804,,,48.23,,,13.77
2017,Georgia,,,59.739923190431895,,,48.86,,,13.71
2018,Georgia,,,59.2242778596386,,,48.4,,,13.82
1871,Germany,,,,,,34.7,,,
1872,Germany,,,,,,34.71,,,
1873,Germany,,,,,,34.72,,,
1874,Germany,,,,,,34.71,,,
1875,Germany,,,,,,34.760000000000005,,,
1876,Germany,,,,,,34.83,,,
1877,Germany,,,,,,35.099999999999994,,,
1878,Germany,,,,,,35.18,,,
1879,Germany,,,,,,35.25,,,
1880,Germany,,,,,,35.24,,,
1881,Germany,,,,,,35.410000000000004,,,
1882,Germany,,,,,,35.59,,,
1883,Germany,,,,,,35.95,,,
1884,Germany,,,,,,36.31,,,
1885,Germany,,,,,,36.56,,,
1886,Germany,,,,,,36.91,,,
1887,Germany,,,,,,37.19,,,
1888,Germany,,,,,,37.66,,,
1889,Germany,,,,,,37.99,,,
1890,Germany,,,,,,38.37,,,
1891,Germany,,,,,,36.7,,,
1892,Germany,,,,,,36.34,,,
1893,Germany,,,,,,36.19,,,
1894,Germany,,,,,,36.2,,,
1895,Germany,,,,,,36.35,,,
1896,Germany,,,,,,36.82,,,
1897,Germany,,,,,,37.63,,,
1898,Germany,,,,,,38.32,,,
1899,Germany,,,,,,38.690000000000005,,,
1900,Germany,,,,,,38.96,,,
1901,Germany,,,,,,38.82,,,
1902,Germany,,,,,,38.37,,,
1903,Germany,,,,,,38.3,,,
1904,Germany,,,,,,38.41,,,
1905,Germany,,,,,,38.78,,,
1906,Germany,,,,,,37.97,,,
1907,Germany,,,,,,37.49,,,
1908,Germany,,,,,,36.93,,,
1909,Germany,,,,,,37.53,,,
1910,Germany,,,,,,37.71,,,
1911,Germany,,,,,,37.43,,,
1912,Germany,,,,,,37.36,,,
1913,Germany,,,,,,38.22,,,
1914,Germany,,,,,,37.71,,,
1915,Germany,,,,,,39.08,,,
1916,Germany,,,,,,40.85,,,
1917,Germany,,,,,,42.43,,,
1918,Germany,,,,,,41.77,,,
1919,Germany,,,,,,37.29,,,
1925,Germany,,,,,,,,,
1926,Germany,,,,,,32.47,,,
1927,Germany,,,,,,,,,
1928,Germany,,,,,,32.2,,,
1929,Germany,,,,,,,,,
1932,Germany,,,,,,36.92,,,
1933,Germany,,,,,,,,,
1934,Germany,,,,,,34.62,,,
1935,Germany,,,,,,,,,
1936,Germany,,,,,,35.4,,,
1937,Germany,,,,,,,,,
1938,Germany,,,,,,,,,
1949,Germany,,,,,,,,,
1950,Germany,,,,,,32.36,,,
1954,Germany,,,,,,,,,
1957,Germany,,,,,,,,,
1961,Germany,,,,,,30.11,,,
1965,Germany,,,,,,29.46,,,
1968,Germany,,,,,,28.52,,,
1971,Germany,,,,,,29.91,,,
1974,Germany,,,,,,28.99,,,
1977,Germany,,,,,,29.630000000000003,,,
1980,Germany,32.0170302571995,30.7563121618273,40.3384847975005,22.93,22.42,28.6,28.07,28.93,23.25
1981,Germany,32.0452521941192,29.8852853067839,39.9707594944573,22.57,21.72,28.14,27.93,29.41,23.380000000000003
1982,Germany,31.921004179650904,29.918582673956003,39.6311202861511,22.94,22.13,28.04,28.18,29.55,23.6
1983,Germany,31.4880058184002,29.7873125094942,40.028102141882,23.29,22.58,28.47,28.57,29.72,23.42
1984,Germany,32.4672452467965,31.0762589999161,39.6960693871101,23.82,23.23,28.49,28.07,29.01,23.7
1985,Germany,31.925643766323503,30.7591000968802,39.9478155319443,23.61,23.11,28.71,28.4,29.19,23.59
1986,Germany,32.2988603459898,31.1110375527935,40.4898011312767,24.25,23.73,29.37,28.24,29.04,23.34
1987,Germany,32.7015217444538,31.240441253507,41.162627593107,24.01,23.380000000000003,30.15,27.85,28.84,23.04
1988,Germany,35.6251971851691,33.8406316552323,42.5316098602359,27.15,26.290000000000003,31.59,26.53,27.71,22.39
1989,Germany,34.821487518003,33.8390124935163,43.5460099336716,25.52,25.08,32.46,26.69,27.34,21.77
1990,Germany,35.4336988660222,33.8564127204251,43.7146300431905,26.66,25.92,32.550000000000004,26.37,27.42,21.62
1991,Germany,33.665623891303994,30.537621188124596,42.649956608801496,24.76,23.39,31.49,27.200000000000003,29.32,22.1
1992,Germany,34.087373902298204,30.7357351096879,42.0498766056433,25.42,23.9,30.96,27.07,29.33,22.4
1993,Germany,33.4899007742207,30.233204171064898,41.488763482001204,24.65,23.23,30.43,27.29,29.5,22.73
1994,Germany,33.502078627126,30.1099052193956,41.1272344800736,24.75,23.25,29.97,27.36,29.66,22.9
1995,Germany,33.3214229588219,29.834050288695803,40.8437150250709,24.42,22.91,29.79,27.42,29.78,23.09
1996,Germany,34.359529418956704,30.6509758914483,41.9125807600604,25.380000000000003,23.72,30.64,26.82,29.33,22.48
1997,Germany,33.9697094736295,30.3735987902309,42.8591682202757,24.88,23.31,31.540000000000003,26.98,29.41,22.01
1998,Germany,34.9230810222902,31.2148617167662,43.7512976799596,24.91,23.32,32.17,26.25,28.77,21.51
1999,Germany,35.1185353108935,31.3331616772846,43.627310836024,25.21,23.57,32.129999999999995,26.18,28.75,21.55
2000,Germany,35.147199059838,31.342974278734896,43.6122335816897,25.64,23.95,32.29,26.35,28.910000000000004,21.62
2001,Germany,36.383652325812896,32.4942519013749,43.7367310910751,27.03,25.21,32.39,25.73,28.33,21.53
2002,Germany,39.6520080185027,35.3162591603496,44.3690016351845,28.55,26.52,32.41,23.52,26.42,20.96
2003,Germany,35.8245562557869,31.870325868654,43.4029195129238,25.16,23.49,31.65,25.58,28.28,21.49
2004,Germany,36.6851219907595,32.8703473390217,44.488440661253,26.99,25.22,32.89,25.44,27.99,21.05
2005,Germany,38.6344185620857,34.5775833660802,46.7356295691587,27.48,25.65,34.81,23.99,26.72,19.8
2006,Germany,39.7662082714902,35.6455095408322,47.0441301917717,29.29,27.29,35.31,23.66,26.39,19.72
2007,Germany,40.3124084412685,36.083658653705804,48.4220931293805,30.09,27.98,36.91,23.48,26.26,19.1
2008,Germany,40.3969322365754,36.0121991056403,48.3776907448672,30.3,28.1,36.76,23.47,26.35,19.09
2009,Germany,40.1875512177593,35.5551042174596,48.4889848446553,30.58,28.21,37.25,23.64,26.68,19.11
2010,Germany,40.4964350079389,35.8569285803707,48.021776335252,30.95,28.55,36.69,23.55,26.58,19.31
2011,Germany,40.6952921318027,36.096385975478604,48.2828368252612,30.77,28.43,36.79,23.32,26.340000000000003,19.08
